low,low,5more,2,big,low,unacc,0.7191011235955056
med,low,3,2,big,low,unacc,0.7168539325842698
low,med,4,2,med,med,unacc,0.712808988764045
high,med,3,2,med,low,unacc,0.711685393258427
med,med,2,2,med,med,unacc,0.711685393258427
med,med,5more,2,med,low,unacc,0.711685393258427
low,med,3,4,med,low,unacc,0.711685393258427
low,vhigh,4,2,big,low,unacc,0.7112359550561798
med,vhigh,2,2,big,low,unacc,0.7101123595505618
vhigh,high,3,2,small,low,unacc,0.7069662921348314
high,high,2,2,small,med,unacc,0.7069662921348314
high,high,5more,2,small,low,unacc,0.7069662921348314
low,high,2,4,small,med,acc,0.7069662921348314
low,high,3,2,small,high,unacc,0.7069662921348314
low,high,3,more,small,low,unacc,0.7069662921348314
low,high,5more,4,small,low,unacc,0.7069662921348314
med,high,4,2,small,med,unacc,0.7058426966292135
med,high,3,4,small,low,unacc,0.7047191011235955
low,med,2,2,big,med,unacc,0.7038202247191011
low,med,5more,2,big,low,unacc,0.7038202247191011
med,med,3,2,big,low,unacc,0.7015730337078652
vhigh,low,4,2,small,low,unacc,0.7000000000000001
low,low,4,2,small,high,unacc,0.7000000000000001
low,low,4,more,small,low,unacc,0.7000000000000001
high,low,2,4,small,low,unacc,0.698876404494382
high,low,3,2,small,med,unacc,0.698876404494382
med,low,2,2,small,high,unacc,0.698876404494382
med,low,2,more,small,low,unacc,0.698876404494382
med,low,5more,2,small,med,unacc,0.698876404494382
low,low,3,4,small,med,acc,0.698876404494382
low,high,4,2,med,med,unacc,0.6979775280898876
med,low,4,4,small,low,unacc,0.6977528089887641
high,high,3,2,med,low,unacc,0.6968539325842696
med,high,2,2,med,med,unacc,0.6968539325842696
med,high,5more,2,med,low,unacc,0.6968539325842696
low,high,3,4,med,low,unacc,0.6968539325842696
vhigh,vhigh,3,2,small,low,unacc,0.6921348314606741
high,vhigh,2,2,small,med,unacc,0.6921348314606741
high,vhigh,5more,2,small,low,unacc,0.6921348314606741
low,vhigh,2,4,small,med,unacc,0.6921348314606741
low,vhigh,3,2,small,high,unacc,0.6921348314606741
low,vhigh,3,more,small,low,unacc,0.6921348314606741
low,vhigh,5more,4,small,low,unacc,0.6921348314606741
vhigh,low,2,2,med,low,unacc,0.6910112359550562
med,vhigh,4,2,small,med,unacc,0.6910112359550562
low,low,2,2,med,high,unacc,0.6910112359550562
low,low,2,more,med,low,unacc,0.6910112359550562
low,low,5more,2,med,med,unacc,0.6910112359550562
high,low,4,2,med,low,unacc,0.6898876404494383
med,vhigh,3,4,small,low,unacc,0.6898876404494383
low,low,4,4,med,low,unacc,0.6898876404494383
low,high,2,2,big,med,unacc,0.6889887640449438
low,high,5more,2,big,low,unacc,0.6889887640449438
med,low,2,4,med,low,unacc,0.6887640449438203
med,low,3,2,med,med,unacc,0.6887640449438203
med,high,3,2,big,low,unacc,0.6867415730337079
vhigh,med,4,2,small,low,unacc,0.6847191011235955
low,med,4,2,small,high,unacc,0.6847191011235955
low,med,4,more,small,low,unacc,0.6847191011235955
low,med,3,4,small,med,acc,0.6835955056179776
high,med,2,4,small,low,unacc,0.6835955056179774
high,med,3,2,small,med,unacc,0.6835955056179774
med,med,2,2,small,high,unacc,0.6835955056179774
med,med,2,more,small,low,unacc,0.6835955056179774
med,med,5more,2,small,med,unacc,0.6835955056179774
low,vhigh,4,2,med,med,unacc,0.6831460674157304
med,med,4,4,small,low,unacc,0.6824719101123595
high,vhigh,3,2,med,low,unacc,0.6820224719101123
med,vhigh,2,2,med,med,unacc,0.6820224719101123
med,vhigh,5more,2,med,low,unacc,0.6820224719101123
low,vhigh,3,4,med,low,unacc,0.6820224719101123
high,low,2,2,big,low,unacc,0.6808988764044944
low,low,3,2,big,med,unacc,0.6808988764044944
low,low,2,4,big,low,unacc,0.6808988764044943
med,low,4,2,big,low,unacc,0.6797752808988765
vhigh,med,2,2,med,low,unacc,0.6757303370786517
low,med,2,2,med,high,unacc,0.6757303370786517
low,med,2,more,med,low,unacc,0.6757303370786517
low,med,5more,2,med,med,unacc,0.6757303370786517
high,med,4,2,med,low,unacc,0.6746067415730337
low,med,4,4,med,low,unacc,0.6746067415730337
low,vhigh,2,2,big,med,unacc,0.6741573033707865
low,vhigh,5more,2,big,low,unacc,0.6741573033707865
med,med,2,4,med,low,unacc,0.6734831460674157
med,med,3,2,med,med,unacc,0.6734831460674157
med,vhigh,3,2,big,low,unacc,0.6719101123595506
vhigh,high,4,2,small,low,unacc,0.6698876404494382
low,high,4,2,small,high,unacc,0.6698876404494382
low,high,4,more,small,low,unacc,0.6698876404494382
high,high,2,4,small,low,unacc,0.6687640449438202
high,high,3,2,small,med,unacc,0.6687640449438202
med,high,2,2,small,high,unacc,0.6687640449438202
med,high,2,more,small,low,unacc,0.6687640449438202
med,high,5more,2,small,med,unacc,0.6687640449438202
low,high,3,4,small,med,acc,0.6687640449438202
med,high,4,4,small,low,unacc,0.6676404494382022
low,med,2,4,big,low,unacc,0.6656179775280899
low,med,3,2,big,med,unacc,0.6656179775280899
high,med,2,2,big,low,unacc,0.6656179775280898
med,med,4,2,big,low,unacc,0.6644943820224718
vhigh,low,2,2,small,med,unacc,0.6629213483146068
vhigh,low,5more,2,small,low,unacc,0.6629213483146068
low,low,2,more,small,med,unacc,0.6629213483146068
low,low,5more,2,small,high,unacc,0.6629213483146068
low,low,5more,more,small,low,unacc,0.6629213483146068
high,low,4,2,small,med,unacc,0.6617977528089888
low,low,4,4,small,med,acc,0.6617977528089888
vhigh,high,2,2,med,low,unacc,0.6608988764044943
low,high,2,2,med,high,unacc,0.6608988764044943
low,high,2,more,med,low,unacc,0.6608988764044943
low,high,5more,2,med,med,unacc,0.6608988764044943
high,low,3,4,small,low,unacc,0.6606741573033709
med,low,2,4,small,med,acc,0.6606741573033709
med,low,3,2,small,high,unacc,0.6606741573033709
med,low,3,more,small,low,unacc,0.6606741573033709
med,low,5more,4,small,low,unacc,0.6606741573033709
high,high,4,2,med,low,unacc,0.6597752808988764
low,high,4,4,med,low,unacc,0.6597752808988764
med,high,2,4,med,low,unacc,0.6586516853932584
med,high,3,2,med,med,unacc,0.6586516853932584
vhigh,vhigh,4,2,small,low,unacc,0.6550561797752809
low,vhigh,4,2,small,high,unacc,0.6550561797752809
low,vhigh,4,more,small,low,unacc,0.6550561797752809
high,vhigh,2,4,small,low,unacc,0.6539325842696629
high,vhigh,3,2,small,med,unacc,0.6539325842696629
med,vhigh,2,2,small,high,unacc,0.6539325842696629
med,vhigh,2,more,small,low,unacc,0.6539325842696629
med,vhigh,5more,2,small,med,unacc,0.6539325842696629
low,vhigh,3,4,small,med,unacc,0.6539325842696629
vhigh,low,3,2,med,low,unacc,0.652808988764045
high,low,2,2,med,med,unacc,0.652808988764045
high,low,5more,2,med,low,unacc,0.652808988764045
med,vhigh,4,4,small,low,unacc,0.652808988764045
low,low,3,2,med,high,unacc,0.652808988764045
low,low,3,more,med,low,unacc,0.652808988764045
low,low,5more,4,med,low,unacc,0.652808988764045
low,low,2,4,med,med,acc,0.6528089887640449
med,low,4,2,med,med,unacc,0.651685393258427
high,high,2,2,big,low,unacc,0.6507865168539325
low,high,2,4,big,low,unacc,0.6507865168539325
low,high,3,2,big,med,unacc,0.6507865168539325
med,low,3,4,med,low,unacc,0.6505617977528091
med,high,4,2,big,low,unacc,0.6496629213483146
vhigh,med,2,2,small,med,unacc,0.6476404494382022
vhigh,med,5more,2,small,low,unacc,0.6476404494382022
low,med,2,more,small,med,unacc,0.6476404494382022
low,med,5more,2,small,high,unacc,0.6476404494382022
low,med,5more,more,small,low,unacc,0.6476404494382022
low,med,4,4,small,med,acc,0.6465168539325843
high,med,4,2,small,med,unacc,0.6465168539325842
vhigh,vhigh,2,2,med,low,unacc,0.6460674157303371
low,vhigh,2,2,med,high,unacc,0.6460674157303371
low,vhigh,2,more,med,low,unacc,0.6460674157303371
low,vhigh,5more,2,med,med,unacc,0.6460674157303371
high,med,3,4,small,low,unacc,0.6453932584269663
med,med,2,4,small,med,acc,0.6453932584269663
med,med,3,2,small,high,unacc,0.6453932584269663
med,med,3,more,small,low,unacc,0.6453932584269663
med,med,5more,4,small,low,unacc,0.6453932584269663
high,vhigh,4,2,med,low,unacc,0.6449438202247191
low,vhigh,4,4,med,low,unacc,0.6449438202247191
med,vhigh,2,4,med,low,unacc,0.6438202247191012
med,vhigh,3,2,med,med,unacc,0.6438202247191012
low,low,4,2,big,med,unacc,0.6438202247191012
high,low,3,2,big,low,unacc,0.6426966292134831
med,low,2,2,big,med,unacc,0.6426966292134831
med,low,5more,2,big,low,unacc,0.6426966292134831
low,low,3,4,big,low,unacc,0.6426966292134831
low,med,2,4,med,med,acc,0.6375280898876404
low,med,3,2,med,high,unacc,0.6375280898876404
low,med,3,more,med,low,unacc,0.6375280898876404
low,med,5more,4,med,low,unacc,0.6375280898876404
vhigh,med,3,2,med,low,unacc,0.6375280898876403
high,med,2,2,med,med,unacc,0.6375280898876403
high,med,5more,2,med,low,unacc,0.6375280898876403
med,med,4,2,med,med,unacc,0.6364044943820224
high,vhigh,2,2,big,low,unacc,0.6359550561797753
low,vhigh,2,4,big,low,unacc,0.6359550561797753
low,vhigh,3,2,big,med,unacc,0.6359550561797753
med,med,3,4,med,low,unacc,0.6352808988764045
med,vhigh,4,2,big,low,unacc,0.6348314606741573
vhigh,high,2,2,small,med,unacc,0.6328089887640449
vhigh,high,5more,2,small,low,unacc,0.6328089887640449
low,high,2,more,small,med,unacc,0.6328089887640449
low,high,5more,2,small,high,unacc,0.6328089887640449
low,high,5more,more,small,low,unacc,0.6328089887640449
high,high,4,2,small,med,unacc,0.6316853932584269
low,high,4,4,small,med,acc,0.6316853932584269
high,high,3,4,small,low,unacc,0.630561797752809
med,high,2,4,small,med,unacc,0.630561797752809
med,high,3,2,small,high,unacc,0.630561797752809
med,high,3,more,small,low,unacc,0.630561797752809
med,high,5more,4,small,low,unacc,0.630561797752809
low,med,4,2,big,med,unacc,0.6285393258426967
low,med,3,4,big,low,unacc,0.6274157303370786
high,med,3,2,big,low,unacc,0.6274157303370785
med,med,2,2,big,med,unacc,0.6274157303370785
med,med,5more,2,big,low,unacc,0.6274157303370785
vhigh,low,2,4,small,low,unacc,0.6247191011235955
vhigh,low,3,2,small,med,unacc,0.6247191011235955
high,low,2,2,small,high,unacc,0.6247191011235955
high,low,2,more,small,low,unacc,0.6247191011235955
high,low,5more,2,small,med,unacc,0.6247191011235955
low,low,3,more,small,med,acc,0.6247191011235955
low,low,5more,4,small,med,acc,0.6247191011235955
low,low,2,4,small,high,good,0.6247191011235954
high,low,4,4,small,low,unacc,0.6235955056179776
med,low,4,2,small,high,unacc,0.6235955056179776
med,low,4,more,small,low,unacc,0.6235955056179776
vhigh,high,3,2,med,low,unacc,0.6226966292134831
high,high,2,2,med,med,unacc,0.6226966292134831
high,high,5more,2,med,low,unacc,0.6226966292134831
low,high,2,4,med,med,acc,0.6226966292134831
low,high,3,2,med,high,unacc,0.6226966292134831
low,high,3,more,med,low,unacc,0.6226966292134831
low,high,5more,4,med,low,unacc,0.6226966292134831
med,low,3,4,small,med,acc,0.6224719101123596
med,high,4,2,med,med,unacc,0.6215730337078651
med,high,3,4,med,low,unacc,0.6204494382022472
vhigh,vhigh,2,2,small,med,unacc,0.6179775280898876
vhigh,vhigh,5more,2,small,low,unacc,0.6179775280898876
low,vhigh,2,more,small,med,unacc,0.6179775280898876
low,vhigh,5more,2,small,high,unacc,0.6179775280898876
low,vhigh,5more,more,small,low,unacc,0.6179775280898876
high,vhigh,4,2,small,med,unacc,0.6168539325842697
low,vhigh,4,4,small,med,unacc,0.6168539325842697
vhigh,low,4,2,med,low,unacc,0.6157303370786517
high,vhigh,3,4,small,low,unacc,0.6157303370786517
med,vhigh,2,4,small,med,unacc,0.6157303370786517
med,vhigh,3,2,small,high,unacc,0.6157303370786517
med,vhigh,3,more,small,low,unacc,0.6157303370786517
med,vhigh,5more,4,small,low,unacc,0.6157303370786517
low,low,4,2,med,high,unacc,0.6157303370786517
low,low,4,more,med,low,unacc,0.6157303370786517
high,low,2,4,med,low,unacc,0.6146067415730337
high,low,3,2,med,med,unacc,0.6146067415730337
med,low,2,2,med,high,unacc,0.6146067415730337
med,low,2,more,med,low,unacc,0.6146067415730337
med,low,5more,2,med,med,unacc,0.6146067415730337
low,low,3,4,med,med,acc,0.6146067415730337
low,high,4,2,big,med,unacc,0.6137078651685393
med,low,4,4,med,low,unacc,0.6134831460674158
high,high,3,2,big,low,unacc,0.6125842696629213
med,high,2,2,big,med,unacc,0.6125842696629213
med,high,5more,2,big,low,unacc,0.6125842696629213
low,high,3,4,big,low,unacc,0.6125842696629213
low,med,2,4,small,high,good,0.609438202247191
low,med,3,more,small,med,acc,0.609438202247191
low,med,5more,4,small,med,acc,0.609438202247191
vhigh,med,2,4,small,low,unacc,0.6094382022471909
vhigh,med,3,2,small,med,unacc,0.6094382022471909
high,med,2,2,small,high,unacc,0.6094382022471909
high,med,2,more,small,low,unacc,0.6094382022471909
high,med,5more,2,small,med,unacc,0.6094382022471909
high,med,4,4,small,low,unacc,0.608314606741573
med,med,4,2,small,high,unacc,0.608314606741573
med,med,4,more,small,low,unacc,0.608314606741573
vhigh,vhigh,3,2,med,low,unacc,0.6078651685393258
high,vhigh,2,2,med,med,unacc,0.6078651685393258
high,vhigh,5more,2,med,low,unacc,0.6078651685393258
low,vhigh,2,4,med,med,unacc,0.6078651685393258
low,vhigh,3,2,med,high,unacc,0.6078651685393258
low,vhigh,3,more,med,low,unacc,0.6078651685393258
low,vhigh,5more,4,med,low,unacc,0.6078651685393258
med,med,3,4,small,med,acc,0.607191011235955
vhigh,low,2,2,big,low,unacc,0.6067415730337079
med,vhigh,4,2,med,med,unacc,0.6067415730337079
low,low,2,2,big,high,unacc,0.6067415730337079
low,low,2,more,big,low,unacc,0.6067415730337079
low,low,5more,2,big,med,unacc,0.6067415730337079
high,low,4,2,big,low,unacc,0.6056179775280899
med,vhigh,3,4,med,low,unacc,0.6056179775280899
low,low,4,4,big,low,unacc,0.6056179775280899
med,low,2,4,big,low,unacc,0.604494382022472
med,low,3,2,big,med,unacc,0.604494382022472
vhigh,med,4,2,med,low,unacc,0.6004494382022472
low,med,4,2,med,high,unacc,0.6004494382022472
low,med,4,more,med,low,unacc,0.6004494382022472
low,med,3,4,med,med,acc,0.5993258426966293
high,med,2,4,med,low,unacc,0.5993258426966291
high,med,3,2,med,med,unacc,0.5993258426966291
med,med,2,2,med,high,unacc,0.5993258426966291
med,med,2,more,med,low,unacc,0.5993258426966291
med,med,5more,2,med,med,unacc,0.5993258426966291
low,vhigh,4,2,big,med,unacc,0.598876404494382
med,med,4,4,med,low,unacc,0.5982022471910112
high,vhigh,3,2,big,low,unacc,0.597752808988764
med,vhigh,2,2,big,med,unacc,0.597752808988764
med,vhigh,5more,2,big,low,unacc,0.597752808988764
low,vhigh,3,4,big,low,unacc,0.597752808988764
vhigh,high,2,4,small,low,unacc,0.5946067415730336
vhigh,high,3,2,small,med,unacc,0.5946067415730336
high,high,2,2,small,high,unacc,0.5946067415730336
high,high,2,more,small,low,unacc,0.5946067415730336
high,high,5more,2,small,med,unacc,0.5946067415730336
low,high,2,4,small,high,acc,0.5946067415730336
low,high,3,more,small,med,acc,0.5946067415730336
low,high,5more,4,small,med,acc,0.5946067415730336
high,high,4,4,small,low,unacc,0.5934831460674157
med,high,4,2,small,high,unacc,0.5934831460674157
med,high,4,more,small,low,unacc,0.5934831460674157
med,high,3,4,small,med,unacc,0.5923595505617978
vhigh,med,2,2,big,low,unacc,0.5914606741573034
low,med,2,2,big,high,unacc,0.5914606741573034
low,med,2,more,big,low,unacc,0.5914606741573034
low,med,5more,2,big,med,unacc,0.5914606741573034
low,med,4,4,big,low,unacc,0.5903370786516854
high,med,4,2,big,low,unacc,0.5903370786516853
med,med,2,4,big,low,unacc,0.5892134831460674
med,med,3,2,big,med,unacc,0.5892134831460674
vhigh,low,4,2,small,med,unacc,0.5876404494382023
low,low,4,more,small,med,acc,0.5876404494382023
vhigh,low,3,4,small,low,unacc,0.5865168539325843
high,low,2,4,small,med,unacc,0.5865168539325843
high,low,3,2,small,high,unacc,0.5865168539325843
high,low,3,more,small,low,unacc,0.5865168539325843
high,low,5more,4,small,low,unacc,0.5865168539325843
med,low,2,more,small,med,unacc,0.5865168539325843
med,low,5more,2,small,high,unacc,0.5865168539325843
med,low,5more,more,small,low,unacc,0.5865168539325843
low,low,3,4,small,high,good,0.5865168539325843
vhigh,high,4,2,med,low,unacc,0.5856179775280899
low,high,4,2,med,high,unacc,0.5856179775280899
low,high,4,more,med,low,unacc,0.5856179775280899
med,low,4,4,small,med,acc,0.5853932584269663
high,high,2,4,med,low,unacc,0.5844943820224718
high,high,3,2,med,med,unacc,0.5844943820224718
med,high,2,2,med,high,unacc,0.5844943820224718
med,high,2,more,med,low,unacc,0.5844943820224718
med,high,5more,2,med,med,unacc,0.5844943820224718
low,high,3,4,med,med,acc,0.5844943820224718
med,high,4,4,med,low,unacc,0.5833707865168539
vhigh,vhigh,2,4,small,low,unacc,0.5797752808988764
vhigh,vhigh,3,2,small,med,unacc,0.5797752808988764
high,vhigh,2,2,small,high,unacc,0.5797752808988764
high,vhigh,2,more,small,low,unacc,0.5797752808988764
high,vhigh,5more,2,small,med,unacc,0.5797752808988764
low,vhigh,2,4,small,high,acc,0.5797752808988764
low,vhigh,3,more,small,med,unacc,0.5797752808988764
low,vhigh,5more,4,small,med,unacc,0.5797752808988764
vhigh,low,2,2,med,med,unacc,0.5786516853932584
vhigh,low,5more,2,med,low,unacc,0.5786516853932584
high,vhigh,4,4,small,low,unacc,0.5786516853932584
med,vhigh,4,2,small,high,unacc,0.5786516853932584
med,vhigh,4,more,small,low,unacc,0.5786516853932584
low,low,2,more,med,med,acc,0.5786516853932584
low,low,5more,2,med,high,unacc,0.5786516853932584
low,low,5more,more,med,low,unacc,0.5786516853932584
high,low,4,2,med,med,unacc,0.5775280898876405
med,vhigh,3,4,small,med,unacc,0.5775280898876405
low,low,4,4,med,med,good,0.5775280898876405
vhigh,high,2,2,big,low,unacc,0.576629213483146
low,high,2,2,big,high,unacc,0.576629213483146
low,high,2,more,big,low,unacc,0.576629213483146
low,high,5more,2,big,med,unacc,0.576629213483146
high,low,3,4,med,low,unacc,0.5764044943820226
med,low,2,4,med,med,acc,0.5764044943820226
med,low,3,2,med,high,unacc,0.5764044943820226
med,low,3,more,med,low,unacc,0.5764044943820226
med,low,5more,4,med,low,unacc,0.5764044943820226
high,high,4,2,big,low,unacc,0.5755056179775281
low,high,4,4,big,low,unacc,0.5755056179775281
med,high,2,4,big,low,unacc,0.5743820224719101
